Species;Continent;Realm;BibliographicReference;ReferenceYear
Scythris sinensis;Asia;Palearctic;Tsvetanov, T., Zlatkov, B. (2019). Scythris sinensis (Felder & Rogenhofer, 1875), a new species for Bulgaria and the Balkan Peninsula (Insecta: Lepidoptera: Scythrididae). ZooNotes. 146: 1-2;2019.0
Scythris sinensis;Europe;Palearctic;Tsvetanov, T., Zlatkov, B. (2019). Scythris sinensis (Felder & Rogenhofer, 1875), a new species for Bulgaria and the Balkan Peninsula (Insecta: Lepidoptera: Scythrididae). ZooNotes. 146: 1-2;2019.0
Scythris sinensis;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Scythropiodes issikii;Asia;Palearctic;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Scythropiodes issikii;Asia;Oriental;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Selania leplastriana;Europe;Palearctic;Farrugia, C. (1997). Insect Pests on Cauliflower (Brassica oleracea Var. Botrytis) in Gozo (Maltese Islands, Central Mediterranean). The Central Mediterranean Naturalist. 2(4): 152-165;1997.0
Selania leplastriana;Africa;Saharo-Arabian;Farrugia, C. (1997). Insect Pests on Cauliflower (Brassica oleracea Var. Botrytis) in Gozo (Maltese Islands, Central Mediterranean). The Central Mediterranean Naturalist. 2(4): 152-165;1997.0
Sericinus montela;Asia;Palearctic;Hashimoto, K., Ohgushi, T. (2017). How do two specialist butterflies determine growth and biomass of a shared host plant?. Population Ecology. 59: 17-27;2017.0
Sericinus montela;Asia;Sino-Japanese;Hashimoto, K., Ohgushi, T. (2017). How do two specialist butterflies determine growth and biomass of a shared host plant?. Population Ecology. 59: 17-27;2017.0
Sericinus montela;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Trichophaga tapetzella;Asia;Oriental;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Trichophaga tapetzella;Asia;Palearctic;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Sesamia inferens;Asia;Oriental;Baladhiya, H. et al. (2018). A review on pink stem borer, Sesamia inferens Walker: a threat to cereals. Journal of Entomology and Zoology Studies. 6(3): 1235-1239;2018.0
Sesamia inferens;Asia;Palearctic;Baladhiya, H. et al. (2018). A review on pink stem borer, Sesamia inferens Walker: a threat to cereals. Journal of Entomology and Zoology Studies. 6(3): 1235-1239;2018.0
Sesamia inferens;Asia;Sino-Japanese;Baladhiya, H. et al. (2018). A review on pink stem borer, Sesamia inferens Walker: a threat to cereals. Journal of Entomology and Zoology Studies. 6(3): 1235-1239;2018.0
Sesamia inferens;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sesamia nonagrioides;Africa;Afrotropical;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Trichophaga tapetzella;Africa;Saharo-Arabian;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Sesamia nonagrioides;Africa;Saharo-Arabian;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Sesia apiformis;Asia;Palearctic;Martin-Garcia, J. et al. (2011). Patterns and monitoring of Sesia apiformis infestations in poplar plantations at different spatial scales. Journal of Applied Entomology. 135(5): 382-392;2011.0
Sesia apiformis;Europe;Palearctic;Martin-Garcia, J. et al. (2011). Patterns and monitoring of Sesia apiformis infestations in poplar plantations at different spatial scales. Journal of Applied Entomology. 135(5): 382-392;2011.0
Sesia apiformis;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Setomorpha rutella;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sibine apicalis;South America;Neotropical;Pardey, A. (2023). 29. El gusano monturita, Acharia apicalis (Dyar, 1900), en palma de aceite. In: Centro de Investigacion en Palma de Aceite, C. (2023). Manejo de plagas para una palmicultura sostenible en Colombia Elaeis guineensis e hibrido OxG. Centro de Investigacion en Palma de Aceite, Cenipalma. 9789588360867;2023.0
Sibine apicalis;North America;Panamanian;Pardey, A. (2023). 29. El gusano monturita, Acharia apicalis (Dyar, 1900), en palma de aceite. In: Centro de Investigacion en Palma de Aceite, C. (2023). Manejo de plagas para una palmicultura sostenible en Colombia Elaeis guineensis e hibrido OxG. Centro de Investigacion en Palma de Aceite, Cenipalma. 9789588360867;2023.0
Sibine apicalis;South America;Panamanian;Pardey, A. (2023). 29. El gusano monturita, Acharia apicalis (Dyar, 1900), en palma de aceite. In: Centro de Investigacion en Palma de Aceite, C. (2023). Manejo de plagas para una palmicultura sostenible en Colombia Elaeis guineensis e hibrido OxG. Centro de Investigacion en Palma de Aceite, Cenipalma. 9789588360867;2023.0
Simplicia cornicalis;Australia;Australian;Dickel, T. et al. (2010) New North American Records Of The Asian Species, Simplicia cornicalis, in Florida and Louisiana. Lepidoptera Novae. 3(1): 53-56;2010.0
Simplicia cornicalis;Oceania;Nearctic;Dickel, T. et al. (2010) New North American Records Of The Asian Species, Simplicia cornicalis, in Florida and Louisiana. Lepidoptera Novae. 3(1): 53-56;2010.0
Simplicia cornicalis;Oceania;Oceanian;Dickel, T. et al. (2010) New North American Records Of The Asian Species, Simplicia cornicalis, in Florida and Louisiana. Lepidoptera Novae. 3(1): 53-56;2010.0
Simplicia cornicalis;Asia;Oriental;Dickel, T. et al. (2010) New North American Records Of The Asian Species, Simplicia cornicalis, in Florida and Louisiana. Lepidoptera Novae. 3(1): 53-56;2010.0
Simplicia cornicalis;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Simplicia cornicalis;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Simplicia cornicalis;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sinica sinica;Asia;Oriental;Schultz, P. et al. (2006). Biology and Distribution of Pryeria sinica, a New Pest of Euonymus Found in Virginia and Maryland. Plant Health Progress. 7(1): 49;2006.0
Sinica sinica;Asia;Palearctic;Schultz, P. et al. (2006). Biology and Distribution of Pryeria sinica, a New Pest of Euonymus Found in Virginia and Maryland. Plant Health Progress. 7(1): 49;2006.0
Sinica sinica;Asia;Sino-Japanese;Schultz, P. et al. (2006). Biology and Distribution of Pryeria sinica, a New Pest of Euonymus Found in Virginia and Maryland. Plant Health Progress. 7(1): 49;2006.0
Sisyracera inabsconsalis;North America;Nearctic;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue Suisse de Zoologie. 123(2): 315-399;2016.0
Sisyracera inabsconsalis;South America;Neotropical;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue Suisse de Zoologie. 123(2): 315-399;2016.0
Sisyracera inabsconsalis;North America;Panamanian;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue Suisse de Zoologie. 123(2): 315-399;2016.0
Sisyracera inabsconsalis;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sitochroa palealis;Asia;Palearctic;Passoa, S. et al. (2008). Sitochroa palealis: a Palearctic pyraustine moth (Lepidoptera: Pyraloidea: Crambidae) newly introduced to North America. Proceedings of the Entomological Society of Washington. 110(2): 504-515;2008.0
Sitochroa palealis;Europe;Palearctic;Passoa, S. et al. (2008). Sitochroa palealis: a Palearctic pyraustine moth (Lepidoptera: Pyraloidea: Crambidae) newly introduced to North America. Proceedings of the Entomological Society of Washington. 110(2): 504-515;2008.0
Sitochroa palealis;Africa;Saharo-Arabian;Passoa, S. et al. (2008). Sitochroa palealis: a Palearctic pyraustine moth (Lepidoptera: Pyraloidea: Crambidae) newly introduced to North America. Proceedings of the Entomological Society of Washington. 110(2): 504-515;2008.0
Sitochroa palealis;Asia;Sino-Japanese;Passoa, S. et al. (2008). Sitochroa palealis: a Palearctic pyraustine moth (Lepidoptera: Pyraloidea: Crambidae) newly introduced to North America. Proceedings of the Entomological Society of Washington. 110(2): 504-515;2008.0
Sitochroa palealis;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sitotroga cerealella;North America;Nearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sitotroga cerealella;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Antiblemma acclinalis;South America;Neotropical;Savela, M. (2024). Lepidoptera and some other life forms.;2024.0
Antichloris viridis;South America;Neotropical;Savela, M. (2024). Lepidoptera and some other life forms.;2024.0
Sphacelodes vulneraria;North America;Nearctic;Ribeiro, L. et al. (2017). First record of Sphacelodes vulneraria (Lepidoptera: Geometridae) damaging Hovenia dulcis in Brazil. Pesquisa Florestal Brasileira. 37(91): 409-411;2017.0
Sphacelodes vulneraria;South America;Neotropical;Ribeiro, L. et al. (2017). First record of Sphacelodes vulneraria (Lepidoptera: Geometridae) damaging Hovenia dulcis in Brazil. Pesquisa Florestal Brasileira. 37(91): 409-411;2017.0
Sphacelodes vulneraria;North America;Panamanian;Ribeiro, L. et al. (2017). First record of Sphacelodes vulneraria (Lepidoptera: Geometridae) damaging Hovenia dulcis in Brazil. Pesquisa Florestal Brasileira. 37(91): 409-411;2017.0
Sphacelodes vulneraria;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sphenarches anisodactylus;South America;Neotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sphenarches anisodactylus;Asia;Oriental;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sphenarches anisodactylus;Africa;Afrotropical;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Sphinx pinastri;Asia;Palearctic;Tugulea, H., Tugulea, A. (2020). Contributions to knowledge of the fauna of hawk-moths (Lepidoptera, Sphingidae) from the Republic of Moldova. Oltenia-studii si Comunicari Stiintele Naturii. 36(2): 105-112;2020.0
Sphinx pinastri;Europe;Palearctic;Tugulea, H., Tugulea, A. (2020). Contributions to knowledge of the fauna of hawk-moths (Lepidoptera, Sphingidae) from the Republic of Moldova. Oltenia-studii si Comunicari Stiintele Naturii. 36(2): 105-112;2020.0
Sphinx pinastri;Asia;Sino-Japanese;Tugulea, H., Tugulea, A. (2020). Contributions to knowledge of the fauna of hawk-moths (Lepidoptera, Sphingidae) from the Republic of Moldova. Oltenia-studii si Comunicari Stiintele Naturii. 36(2): 105-112;2020.0
Sphinx pinastri;Asia;Oriental;Tugulea, H., Tugulea, A. (2020). Contributions to knowledge of the fauna of hawk-moths (Lepidoptera, Sphingidae) from the Republic of Moldova. Oltenia-studii si Comunicari Stiintele Naturii. 36(2): 105-112;2020.0
Sphyrelata amotella;Australia;Australian;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47;2001.0
Sphyrelata amotella;Australia;Australian;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Spilonota laricana;Europe;Palearctic;Gilligan, T. et al. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(9):594;2020.0
Spilonota laricana;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Spilonota ocellana;Asia;Palearctic;Byun, B. (2011). A review of the genus Spilonota Stephens (Lepidoptera: Tortricidae) in North Korea. Entomological Research. 41(6): 242-246;2011.0
Spilonota ocellana;Europe;Palearctic;LeRoux, E., Reimer, C. (1959). Variation Between Samples of Immature Stages, and of Mortalities from Some Factors, of the Eye-Spotted Bud Moth, Spilonota ocellana (D. and S.)(Lepidoptera: Olethreutidae), and the Pistol Casebearer, Coleophora serratella (L.)(Lepidoptera: Coleophoridae), on Apple in Quebec. The Canadian Entomologist. 91(7): 428-449;1959.0
Spilonota ocellana;Africa;Saharo-Arabian;Byun, B. (2011). A review of the genus Spilonota Stephens (Lepidoptera: Tortricidae) in North Korea. Entomological Research. 41(6): 242-246;2011.0
Spilonota ocellana;Europe;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Spodoptera cilium;Africa;Afrotropical;Brown, E., Dewhurst, C. (1975). The genus Spodoptera (Lepidoptera, Noctuidae) in Africa and the near east. Bulletin of Entomological Research. 65(2): 221-262;1975.0
Spodoptera cilium;Asia;Oriental;Brown, E., Dewhurst, C. (1975). The genus Spodoptera (Lepidoptera, Noctuidae) in Africa and the near east. Bulletin of Entomological Research. 65(2): 221-262;1975.0
Spodoptera cilium;Asia;Palearctic;Brown, E., Dewhurst, C. (1975). The genus Spodoptera (Lepidoptera, Noctuidae) in Africa and the near east. Bulletin of Entomological Research. 65(2): 221-262;1975.0
Spodoptera cilium;Europe;Palearctic;Brown, E., Dewhurst, C. (1975). The genus Spodoptera (Lepidoptera, Noctuidae) in Africa and the near east. Bulletin of Entomological Research. 65(2): 221-262;1975.0
Spodoptera cilium;Africa;Saharo-Arabian;Brown, E., Dewhurst, C. (1975). The genus Spodoptera (Lepidoptera, Noctuidae) in Africa and the near east. Bulletin of Entomological Research. 65(2): 221-262;1975.0
Spodoptera cilium;Asia;Saharo-Arabian;Brown, E., Dewhurst, C. (1975). The genus Spodoptera (Lepidoptera, Noctuidae) in Africa and the near east. Bulletin of Entomological Research. 65(2): 221-262;1975.0
Spodoptera cilium;Asia;Palearctic;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Spodoptera dolichos;North America;Nearctic;Montezano, D. et al. (2015). Biotic potential and reproductive parameters of Spodoptera dolichos (Lepidoptera: Noctuidae) in the laboratory. Zoologia (Curitiba). 32(6): 485-491;2015.0
Spodoptera dolichos;South America;Neotropical;Montezano, D. et al. (2015). Biotic potential and reproductive parameters of Spodoptera dolichos (Lepidoptera: Noctuidae) in the laboratory. Zoologia (Curitiba). 32(6): 485-491;2015.0
Spodoptera dolichos;North America;Panamanian;Montezano, D. et al. (2015). Biotic potential and reproductive parameters of Spodoptera dolichos (Lepidoptera: Noctuidae) in the laboratory. Zoologia (Curitiba). 32(6): 485-491;2015.0
Spodoptera eridania;North America;Nearctic;Zhang, Y. et al. (2023). Global potential geographical distribution of the southern armyworm (Spodoptera eridania) under climate change. Biology. 12(7): 1040;2023.0
Spodoptera eridania;South America;Neotropical;Zhang, Y. et al. (2023). Global potential geographical distribution of the southern armyworm (Spodoptera eridania) under climate change. Biology. 12(7): 1040;2023.0
Spodoptera eridania;North America;Panamanian;Zhang, Y. et al. (2023). Global potential geographical distribution of the southern armyworm (Spodoptera eridania) under climate change. Biology. 12(7): 1040;2023.0
Spodoptera eridania;South America;Panamanian;Zhang, Y. et al. (2023). Global potential geographical distribution of the southern armyworm (Spodoptera eridania) under climate change. Biology. 12(7): 1040;2023.0
Spodoptera exempta;Africa;Afrotropical;Haggis, M. (1986). Distribution of the African armyworm, Spodoptera exempta (Walker)(Lepidoptera: Noctuidae), and the frequency of larval outbreaks in Africa and Arabia. Bulletin of Entomological Research. 76(1): 151-170;1986.0
