Reference;Title;CrossRef
Hinojosa, J., Koubinova, D., Szenteczki, M., Pitteloud, C., Dinca, V., Alvarez, N. and Vila, R. (2019). A mirage of cryptic species: genomics uncover striking mitonuclear discordance in the butterfly Thymelicus sylvestris. Molecular ecology. 28(17): 3857-3868;A mirage of cryptic species genomics uncover striking mitonuclear discordance in the butterfly Thymelicus sylvestris;Hinojosa, J., Koubnov, D., Szenteczki, M., Pitteloud, C., Dinc, V., Alvarez, N., Vila, R. (2019). A mirage of cryptic species Genomics uncover striking mitonuclear discordance in the butterfly iThymelicus sylvestrisi. Molecular Ecology, 28, 3857-3868
Batra, S. (1983). Establishment of Hyles Euphorbiae (L.)(Lepidoptera: Sphingidae) in the United States for control of the weedy spurges Euphorbia esula L. and E. cyparissias L. Journal of the New York Entomological Society. 304-311;Establishment of Hyles Euphorbiae (L.)(Lepidoptera Sphingidae) in the United States for control of the weedy spurges Euphorbia esula L. and E. cyparissias L;New, T. (1971). THE CONSUMPTION OF iEUPHORBIA CYPARISSIASi (EUPHORBIACEAE) BY LARVAE OF iCELERIO EUPHORBIAEi (LEPIDOPTERA SPHINGIDAE). The Canadian Entomologist, 103, 59-66
Wagner, T. and Leonard, D. E. (1979). Aspects of Mating, Oviposition, and Flight in the Satin Moth, Leocoma salicis (Lepidoptera: Lymantriidae) 1. The Canadian Entomologist. 111(7): 833-840;Aspects of Mating, Oviposition, and Flight in the Satin Moth, Leocoma salicis (Lepidoptera Lymantriidae) 1;Wagner, T., Leonard, D. (1979). ASPECTS OF MATING, OVIPOSITION, AND FLIGHT IN THE SATIN MOTH, iLEUCOMA SALICISi (LEPIDOPTERA LYMANTRIIDAE). The Canadian Entomologist, 111, 833-840
Adams, J. (1992). A new lichen moth record for the United States: Lycomorphodes sordida (Arctiidae: Lithosiinae) from south Texas. Journal of the Lepidopterists Society. 46(2): 160-161;A new lichen moth record for the United States Lycomorphodes sordida (Arctiidae Lithosiinae) from south Texas;Strand, E. (1922). Arctiidae  Subfam. Lithosiinae . , , 
Wu, Y., Bogdanowicz, S., Andres, J., Vieira, K., Wang, B., Cosse, A. and Pfister, S. (2020). Tracking invasions of a destructive defoliator, the gypsy moth (Erebidae: Lymantria dispar): Population structure, origin of intercepted specimens, and Asian introgression into North America. Evolutionary applications. 13(8): 2056-2070;Tracking invasions of a destructive defoliator, the gypsy moth (Erebidae Lymantria dispar) Population structure, origin of intercepted specimens, and Asian introgression into North America;Wu, Y., Bogdanowicz, S., Andres, J., Vieira, K., Wang, B., Coss, A., Pfister, S. (2020). Tracking invasions of a destructive defoliator, the gypsy moth (Erebidae iLymantria dispari) Population structure, origin of intercepted specimens, and Asian introgression into North America. Evolutionary Applications, 13, 2056-2070
Beltran, E. (2005). Presencia en Espana de Ypsolopha horridella (Treitschke, 1835), Monopis obviella ([Denis and Schiffermuller], 1775) y Aethes kasyi Razowski, 1962 (Insecta: Lepidoptera). SHILAP Revista de Lepidopterologia. 33(132): 441-447;Presencia en Espana de Ypsolopha horridella (Treitschke, 1835), Monopis obviella (Denis and Schiffermuller, 1775) y Aethes kasyi Razowski, 1962 (Insecta Lepidoptera);Yurtcan, M., Okyar, Z. (2008). Nothris verbascella (Denis-Schiffermuller, 1775) (Lepidoptera Gelechiidae) From Turkey And Its Two New Ichneumonid Parasitoids. Entomological News, 119, 318-321
Capps, H. (1948). Status of the pyraustid moths of the genus Leucinodes in the New World, with descriptions of new genera and species. Proceedings of the United States National Museum. 98(3223): 69-83;Status of the pyraustid moths of the genus Leucinodes in the New World, with descriptions of new genera and species;Capps, H. (1948). Status of the Pyraustid Moths of the Genus Leucinodes in the New World, with Descriptions of New Genera and Species. Proceedings of the United States National Museum, 98, 69-83, plates 5-10
Roble, S. (2018). First Virginia Records of Four Exotic Noctuoid Moths, with Additional Records for Two Other Introduced Species (Lepidoptera). Banisteria. 51: 42-51;First Virginia Records of Four Exotic Noctuoid Moths, with Additional Records for Two Other Introduced Species (Lepidoptera);Makhov, I., Knyazev, S., Matov, A. (2018). New Records of Noctuoid Moths (Lepidoptera, Noctuoidea) in the Baikal Region. Entomological Review, 98, 296-318
Davis, D. (1975). A Review of Ochsenheimeriidae and the Introduction of the Cereal Stem Moth, Ochsenheimeria vacculella into the United States (Lepidoptera: Tineodea). Smithsonian Contributions to Zooology. 192: 1-20;A Review of Ochsenheimeriidae and the Introduction of the Cereal Stem Moth, Ochsenheimeria vacculella into the United States (Lepidoptera Tineodea);
Lee, S., Watkinson, I., and Vargo, J. (2017). Ornativalva erubescens (Walsingham) (Lepidoptera: Gelechiidae) Introduced in North America. The Journal of the Lepidopterists Society. 71(3): 141-145;Ornativalva erubescens (Walsingham) (Lepidoptera Gelechiidae) Introduced in North America;Lee, S., Watkinson, I., Vargo, J. (2017). iOrnativalva erubescensi (Walsingham) (Lepidoptera Gelechiidae) Introduced in North America. Journal of the Lepidopterists Society, 71, 141-145
Scalercio, S. (2016). Interessanti novita faunistiche sui Pyraloidea dell Italia meridionale, con particolare riferimento agli ambienti forestali (Lepidoptera: Pyralidae, Crambidae). SHILAP Revista de Lepidopterologia. 44(175): 433-442;Interessanti novita faunistiche sui Pyraloidea dell Italia meridionale, con particolare riferimento agli ambienti forestali (Lepidoptera Pyralidae, Crambidae);Leonetti, F., Greco, S., Infusino, M., Scalercio, S. (2018). Contributo alla conoscenza dei Gelechioidea dellItalia meridionale con particolare riferimento ad ambienti forestali (Lepidoptera Chimabachidae, Elachistidae, oecophoridae, Peleopodidae, Stathmopodidae). Bollettino della Societ Entomologica Italiana, , 81-85
Hayden, J. (2017). A Shoemaker Butterfly Prepona laertes (Lepidoptera: Nymphalidae):Department of Entomology and Nematology, UF/IFAS - EDIS: EENY684;A Shoemaker Butterfly Prepona laertes (Lepidoptera Nymphalidae)Department of Entomology and Nematology, UFIFAS - EDIS EENY684;Hayden, J. (2017). A Shoemaker Butterfly Prepona laertes (Lepidoptera Nymphalidae). EDIS, 2017, 5
Baladhiya, H., Sisodiya, D. and Pathan, N. (2018). A review on pink stem borer, Sesamia inferens Walker: a threat to cereals. Journal of Entomology and Zoology Studies. 6(3): 1235-1239;A review on pink stem borer, Sesamia inferens Walker a threat to cereals;Sharma, H., Jaglan, M., Yadav, S. (2017). Biology of pink stem borer, Sesamia inferens (Walker) on maize, Zea mays. Journal of Applied and Natural Science, 9, 1994-2003
Martin-Garcia, J., Jactel, H. and Diez, J. (2011). Patterns and monitoring of Sesia apiformis infestations in poplar plantations at different spatial scales. Journal of Applied Entomology. 135(5): 382-392;Patterns and monitoring of Sesia apiformis infestations in poplar plantations at different spatial scales;Martn-Garca, J., Jactel, H., Diez, J. (2011). Patterns and monitoring of Sesia apiformis infestations in poplar plantations at different spatial scales. Journal of Applied Entomology, 135, 382-392
Byun, B. (2011). A review of the genus Spilonota Stephens (Lepidoptera: Tortricidae) in North Korea. Entomological Research. 41(6): 242-246;A review of the genus Spilonota Stephens (Lepidoptera Tortricidae) in North Korea;Byun, B. (2011). A review of the genus iSpilonotai Stephens (Lepidoptera Tortricidae) in North Korea. Entomological Research, 41, 242-246
Hampson, G. (1917). A classification of the Pyralidae, subfamily Gallerianae. Novitates Zoologicae. 24(1): 17-58;A classification of the Pyralidae, subfamily Gallerianae;Hampson, G. (1917). A classification of the Pyralidae, subfamily Gallerianae. Novitates Zoologicae., 24, 17-58
Gershenson, Z, Pavlícek, T., Chikatunov, V. and Nevo, E. (2002). New records of Yponomeutoid moths (Lepidoptera, Yponomeutidae, Plutellidae) from Israel. Vestnik zoologii, 36(5): 77—80;New records of Yponomeutoid moths (Lepidoptera, Yponomeutidae, Plutellidae) from Israel;Gershenson, Z. (2016). New Records of Yponomeutoid Moths (Lepidoptera, Yponomeutidae, Argyresthiidae, Ypsolophidae, Plutellidae) from the Palaearctic Region. Vestnik Zoologii, 50, 23-30
Howard, L. and Chittenden, F. (1909). The Leopard Moth:(Zeuzera Pyrina Fab.).  US Department of Agriculture Bureau of Entomology Circular. 109: July 6, 1909;The Leopard Moth(Zeuzera Pyrina Fab.).  US Department of Agriculture Bureau of Entomology Circular. 109 July 6, 1909;Howard, L., Chittenden, F., , ., , . (1909). The leopard moth. (Zeuzera pyrina Fab.) . , , 
Hundsdoerfer, A., Kitching, I. and Wink, M. (2005). A molecular phylogeny of the hawkmoth genus Hyles (Lepidoptera: Sphingidae, Macroglossinae). Molecular Phylogenetics and Evolution. 35(2): 442-458;A molecular phylogeny of the hawkmoth genus Hyles (Lepidoptera Sphingidae, Macroglossinae);Hundsdoerfer, A., Kitching, I., Wink, M. (2005). A molecular phylogeny of the hawkmoth genus Hyles (Lepidoptera Sphingidae, Macroglossinae). Molecular Phylogenetics and Evolution, 35, 442-458
Roque Albelo, L., Bedon, V. and Lamas, G. (1997). Hemiargus ramon (Dognin, 1887) (Lycaenidae: Polyommatinae) A new resident butterfly of the Galápagos Islands. Noticias de Galapagos, 58: 29;Hemiargus ramon (Dognin, 1887) (Lycaenidae Polyommatinae) A new resident butterfly of the Galpagos Islands;Daniels, J. (2009). Ceraunus Blue Butterfly, Hemiargus ceraunus (Fabricius) (Insecta Lepidoptera Lycaenidae). EDIS, 2009, 
De-Gregorio, J. (1982). Las Platyperigea Smith, 1894 (insectivora. Lepidoptera) de Cataluña y Baleares. Bolletin de la Societat dHistoria Natural de les Balears, 26: 151-156;Las Platyperigea Smith, 1894 (insectivora;Unknown Author (2005). Smith, Bessie (18941937). Encyclopedia of African American Society, , 
Ishizuka, K., Shinkawa, T., Endo, H. and Nonaka, M. (2011). Molecular phylogeny of Japanese Catocala moths based on nucleotide sequences of the mitochondrial ND5 gene. Zoological science, 28(12): 910-915;Molecular phylogeny of Japanese Catocala moths based on nucleotide sequences of the mitochondrial ND5 gene;Ishizuka, K., Shinkawa, T., Endo, H., Nonaka, M. (2011). Molecular Phylogeny of JapaneseiCatocalaiMoths Based on Nucleotide Sequences of the Mitochondrial ND5 Gene. Zoological Science, 28, 910-915
Gomboc, S. and Koren, T. (2015). The distribution of Cryphia ochsi Boursin, 1940 and Cryphia algae (Fabricius, 1775)(Lepidoptera: Noctuidae) in Slovenia and Croatia. Acta entomologica slovenica. 23(2): 117-34;The distribution of Cryphia ochsi Boursin, 1940 and Cryphia algae (Fabricius, 1775)(Lepidoptera Noctuidae) in Slovenia and Croatia;, . (2019). Cryphia algae. CABI Compendium, , 
Sohn, J., Choi, S. and Cho, S. (2005). A new record of Ischyja manlia (Cramer)(Lepidoptera: Noctuidae: Catocalinae) from Korea. Entomological Research, 35(2): 107-110;A new record of Ischyja manlia (Cramer)(Lepidoptera Noctuidae Catocalinae) from Korea;Sohn, J., Choi, S., Cho, S. (2005). A New Record of Ischyja manlia (Cramer) (Lepidoptera Noctuidae Catocalinae) from Korea. Entomological Research, 35, 107-110
Smith, R., Baker, R., Malumphy, C., Hockland, S., Hammon, R., Ostoja-Starzewski, J. and Collins, D. (2007). Recent non-native invertebrate plant pest establishments in Great Britain: origins, pathways, and trends. Agricultural and Forest Entomology. 9(4): 307-326;Recent non-native invertebrate plant pest establishments in Great Britain origins, pathways, and trends;Smith, R., Baker, R., Malumphy, C., Hockland, S., Hammon, R., OstojStarzewski, J., Collins, D. (2007). Recent nonnative invertebrate plant pest establishments in Great Britain origins, pathways, and trends. Agricultural and Forest Entomology, 9, 307-326
Broad, G. (2024). The genome sequence of Langmaid’s Yellow Underwing moth, Noctua janthina (Denis & Schiffermüller) 1775. Wellcome Open Research, 9: 592;The genome sequence of Langmaids Yellow Underwing moth, Noctua janthina (Denis  Schiffermller) 1775;Broad, G., , ., , ., , ., , ., , ., , ., , . (2024). The genome sequence of Langmaids Yellow Underwing moth, Noctua janthina (Denis amp Schiffermller) 1775. Wellcome Open Research, 9, 592
Vieira, V. (2020). First record of Thera cupressata (Geyer,[1831]) for the Azores islands (Portugal)(Lepidoptera: Geometridae). SHILAP Revista de Lepidopterologia. 48(189): 83-87;First record of Thera cupressata (Geyer,1831) for the Azores islands (Portugal)(Lepidoptera Geometridae);Vieira, V. (2020). Primer registro de Thera cupressata (Geyer, 1831) para las islas Azores (Portugal) (Lepidoptera Geometridae). SHILAP Revista de lepidopterologa, 48, 83-87
Parsons, M. and Clancy, S. (1999). Vitula biviella (Zeller)(Lepidoptera: Pyralidae), a newly recognised British species. Entomologists Gazette 50(2): 77-82;Vitula biviella (Zeller)(Lepidoptera Pyralidae), a newly recognised British species;Munroe, E. (1959). Canadian Species of iDioryctriai Zeller (Lepidoptera Pyralidae). The Canadian Entomologist, 91, 65-72
Wahlberg, E. (Ed.) (2023). The Nymphalidae Systematics Group - The butterflies. Available online at: Nymphalidae.com;The Nymphalidae Systematics Group - The butterflies;Peggie, D. (2015). SYSTEMATICS OF VAGRANTINI BUTTERFLIES (LEPIDOPTERA NYMPHAlIDAE). PART 1. CLADISTIC ANALYSIS. Treubia, 33, 71-87
Frick, K. (1964). Leucoptera spartifoliella, an introduced enemy of Scotch broom in the western United States. Journal of Economic Entomology. 57(4): 589-591;Leucoptera spartifoliella, an introduced enemy of Scotch broom in the western United States;Frick, K. (1964). Leucoptera spartifoliella, an Introduced Enemy of Scotch Broom in the Western United States1. Journal of Economic Entomology, 57, 589-591
Goode, M. and Burk, D. (2013). A new subspecies of Papilio helenus Linnaeus, 1758 (Lepidoptera: Papilionidae) from Simeulue Island, Indonesia. Butterflies (Teinopalpus), (63): 53-55;A new subspecies of Papilio helenus Linnaeus, 1758 (Lepidoptera Papilionidae) from Simeulue Island, Indonesia;Hall, D., Butler, J. (2015). Spicebush Swallowtail Papilio (Pterourus) troilus Linnaeus 1758 (Insecta Lepidoptera Papilionidae Papilioninae). EDIS, 2015, 11
Gonzalez-Hernandez, A., Lopez-Martinez, V., Solis, M., Guillen-Sanchez, D. and Burgos-Solorio, A. (2019). First report of range expansion of the cactus webworm, Loxomorpha flavidissimalis (Grote)(Pyraloidea: Crambidae), to central Mexico and central Texas, USA. Florida Entomologist, 102(3): 638-641;First report of range expansion of the cactus webworm, Loxomorpha flavidissimalis (Grote)(Pyraloidea Crambidae), to central Mexico and central Texas, USA;Gonzlez-Hernndez, ., Lpez-Martnez, V., Sols, M., Guilln-Snchez, D., Burgos-Solorio, A. (2019). First Report of Range Expansion of the Cactus Webworm, Loxomorpha flavidissimalis (Grote) (Pyraloidea Crambidae), to Central Mexico and Central Texas, USA. Florida Entomologist, 102, 638
Harrison, T., Dean, C., Parks, K. and Berenbaum, M. (2016). Depressaria depressana (Fabricius)(Depressariidae), new to the Midwestern USA. The Journal of the Lepidopterists Society. 70(2): 169-173;Depressaria depressana (Fabricius)(Depressariidae), new to the Midwestern USA;Harrison, T., Dean, C., Parks, K., Berenbaum, M. (2016). iDepressaria depressanai(Fabricius) (Depressariidae), New to the Midwestern USA. Journal of the Lepidopterists Society, 70, 169-173
Hao, S. (2008). New Recorded Species of Pterophoridae from China (Lepidoptera: Pterophoridae). Sichuan Journal of Zoology, 27(5): 815-817;New Recorded Species of Pterophoridae from China (Lepidoptera Pterophoridae);Ustjuzhanin, P., Kovtunovich, V., Saldaitis, A., Streltzov, A. (2021). New species of plume moths (Lepidoptera Pterophoridae) from China, Sichuan Province. Euroasian Entomological Journal, 30, 323-327
Adams, J., Zandt, P. and Neal, T. (2013). Dinumma deponens, Walker 1858 (Erebidae) is here to stay. News of the Lepidopterists Society. 55(4): 176-177;Dinumma deponens, Walker 1858 (Erebidae) is here to stay;Bayarsaikhan, U., Ko, J., Bae, Y. (2019). A new species of the genus Eugoa Walker, 1858 (Lepidoptera, Erebidae, Arctiinae) from Cambodia. Zootaxa, 4543, 
