;Species;Continent;Realm;Cosmopolitan;Reference Year;Reference;AcceptedSpecies
3120;Aproaerema polychromella;Africa;Afrotropical;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Aproaerema polychromella
3121;Aproaerema polychromella;Asia;Sino-Japanese;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Aproaerema polychromella
3122;Aproaerema polychromella;Asia;Palearctic;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Aproaerema polychromella
3123;Aproaerema polychromella;Europe;Palearctic;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Aproaerema polychromella
3124;Aproaerema polychromella;Europe;Palearctic;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Aproaerema polychromella
3125;Metzneria lappella;Europe;Palearctic;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Metzneria lappella
3126;Metzneria lappella;Asia;Palearctic;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Metzneria lappella
3127;Recurvaria nanella;Europe;Palearctic;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Recurvaria nanella
3128;Recurvaria nanella;Asia;Palearctic;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Recurvaria nanella
3129;Recurvaria nanella;Africa;Saharo-Arabian;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Recurvaria nanella
3130;Aproaerema polychromella;Asia;Saharo-Arabian;0;2010;Junnilainen, J., Karsholt, O., Nupponen, K., Kaitila, J., Nupponen, T. and Olschwang, V. (2010). The gelechiid fauna of the southern Ural Mountains, part II: list of recorded species with taxonomic notes (Lepidoptera: Gelechiidae). Zootaxa. 2367(1): 1-68;Aproaerema polychromella
3131;Notioplusia illustrata;North America;Panamanian;0;1978;Eichlin, T. and Cunningham, H. (1978). The Plusiinae (Lepidoptera: Noctuidae) of America north of Mexico, emphasizing genitalic and larval morphology (No. 1567). Department of Agriculture, Agricultural Research Service. Washington D.C., United States of America.;Notioplusia illustrata
3132;Notioplusia illustrata;North America;Nearctic;0;1978;Eichlin, T. and Cunningham, H. (1978). The Plusiinae (Lepidoptera: Noctuidae) of America north of Mexico, emphasizing genitalic and larval morphology (No. 1567). Department of Agriculture, Agricultural Research Service. Washington D.C., United States of America.;Notioplusia illustrata
3133;Notioplusia illustrata;South America;Neotropical;0;1978;Eichlin, T. and Cunningham, H. (1978). The Plusiinae (Lepidoptera: Noctuidae) of America north of Mexico, emphasizing genitalic and larval morphology (No. 1567). Department of Agriculture, Agricultural Research Service. Washington D.C., United States of America.;Notioplusia illustrata
3134;Notioplusia illustrata;North America;Panamanian;0;1978;Eichlin, T. and Cunningham, H. (1978). The Plusiinae (Lepidoptera: Noctuidae) of America north of Mexico, emphasizing genitalic and larval morphology (No. 1567). Department of Agriculture, Agricultural Research Service. Washington D.C., United States of America.;Notioplusia illustrata
3135;Notioplusia illustrata;North America;Nearctic;0;1978;Eichlin, T. and Cunningham, H. (1978). The Plusiinae (Lepidoptera: Noctuidae) of America north of Mexico, emphasizing genitalic and larval morphology (No. 1567). Department of Agriculture, Agricultural Research Service. Washington D.C., United States of America.;Notioplusia illustrata
3136;Bucculatrix ainsliella;North America;Nearctic;0;2012;van Nieukerken, E., Doorenweerd, C., Ellis, W., Huisman, K., Koster, J., Mey, W., ... and Schreurs, A. (2012). Bucculatrix ainsliella Murtfeldt, a new North American invader already widespread on northern red oaks (Quercus rubra) in Western Europe (Bucculatricidae). Nota lepidopterologica. 35(2): 135-159;Bucculatrix ainsliella
3137;Bucculatrix ainsliella;North America;Nearctic;0;2012;van Nieukerken, E., Doorenweerd, C., Ellis, W., Huisman, K., Koster, J., Mey, W., ... and Schreurs, A. (2012). Bucculatrix ainsliella Murtfeldt, a new North American invader already widespread on northern red oaks (Quercus rubra) in Western Europe (Bucculatricidae). Nota lepidopterologica. 35(2): 135-159;Bucculatrix ainsliella
3138;Calephelis virginiensis;North America;Nearctic;0;2017;Cong, Q., Shen, J., Li, W., Borek, D., Otwinowski, Z. and Grishin, N. (2017). The first complete genomes of Metalmarks and the classification of butterfly families. Genomics. 109(5): 485-493;Calephelis virginiensis
3139;Cameraria gaultheriella;North America;Nearctic;0;1908;Braun, A. (1908). Revision of the North American species of the genus Lithocolletis Hubner. Biological Laboratory of the University of Cincinnati. Cincinnati, United States of America.;Cameraria gaultheriella
3140;Cameraria gaultheriella;North America;Nearctic;0;1908;Braun, A. (1908). Revision of the North American species of the genus Lithocolletis Hubner. Biological Laboratory of the University of Cincinnati. Cincinnati, United States of America.;Cameraria gaultheriella
3141;Caphys biliniata;South America;Neotropical;0;2023;Rodriguez, A., Trilleras, C., Bazurto, L., de la Torre, R., Aldana, I., Arias, L., ... and Villarraga, N. (2023). Capiitulo XIII Insectos asociados a los cultivares hi´bridos interespeci´ficos OxG. In: Romero, H. Los hibridos interespecificos OxG de palma de aceite. Cenipalma. Bogota D.C., Colombia.;Caphys biliniata
3142;Caphys biliniata;South America;Panamanian;0;2023;Rodriguez, A., Trilleras, C., Bazurto, L., de la Torre, R., Aldana, I., Arias, L., ... and Villarraga, N. (2023). Capiitulo XIII Insectos asociados a los cultivares hi´bridos interespeci´ficos OxG. In: Romero, H. Los hibridos interespecificos OxG de palma de aceite. Cenipalma. Bogota D.C., Colombia.;Caphys biliniata
3143;Caphys biliniata;South America;Neotropical;0;2023;Rodriguez, A., Trilleras, C., Bazurto, L., de la Torre, R., Aldana, I., Arias, L., ... and Villarraga, N. (2023). Capiitulo XIII Insectos asociados a los cultivares hi´bridos interespeci´ficos OxG. In: Romero, H. Los hibridos interespecificos OxG de palma de aceite. Cenipalma. Bogota D.C., Colombia.;Caphys biliniata
3144;Caphys biliniata;South America;Neotropical;0;2023;Rodriguez, A., Trilleras, C., Bazurto, L., de la Torre, R., Aldana, I., Arias, L., ... and Villarraga, N. (2023). Capiitulo XIII Insectos asociados a los cultivares hi´bridos interespeci´ficos OxG. In: Romero, H. Los hibridos interespecificos OxG de palma de aceite. Cenipalma. Bogota D.C., Colombia.;Caphys biliniata
3145;Caphys biliniata;South America;Neotropical;0;2023;Rodriguez, A., Trilleras, C., Bazurto, L., de la Torre, R., Aldana, I., Arias, L., ... and Villarraga, N. (2023). Capiitulo XIII Insectos asociados a los cultivares hi´bridos interespeci´ficos OxG. In: Romero, H. Los hibridos interespecificos OxG de palma de aceite. Cenipalma. Bogota D.C., Colombia.;Caphys biliniata
3146;Caphys biliniata;South America;Neotropical;0;2023;Rodriguez, A., Trilleras, C., Bazurto, L., de la Torre, R., Aldana, I., Arias, L., ... and Villarraga, N. (2023). Capiitulo XIII Insectos asociados a los cultivares hi´bridos interespeci´ficos OxG. In: Romero, H. Los hibridos interespecificos OxG de palma de aceite. Cenipalma. Bogota D.C., Colombia.;Caphys biliniata
3147;Caphys biliniata;North America;Panamanian;0;2012;Miller, J, Matthews, D., Warren, A., Solis, M., Harvey, D., Gentili-Poole, P., ... and Covell, C. (2012). An annotated list of the Lepidoptera of Honduras. Insecta Mundi. 205: 1-72;Caphys biliniata
3148;Caphys biliniata;North America;Panamanian;0;2004;Aguila, R. (2004). Lepidoptera (Insecta) de Topes de Collantes, Sancti Spiritus, Cuba. Boletin de la SEA Sociedad Entomologica Aragonisa. 34: 151-159;Caphys biliniata
3149;Catopsilia pyranthe;Australia;Australian;0;2000;Braby, M. (2000). Butterflies of Australia: their identification, biology and distribution. CSIRO publishing. Collingwood, Australia.;Catopsilia pyranthe
3150;Catopsilia pyranthe;Asia;Sino-Japanese;0;2000;Braby, M. (2000). Butterflies of Australia: their identification, biology and distribution. CSIRO publishing. Collingwood, Australia.;Catopsilia pyranthe
3151;Catopsilia pyranthe;Asia;Oriental;0;2000;Braby, M. (2000). Butterflies of Australia: their identification, biology and distribution. CSIRO publishing. Collingwood, Australia.;Catopsilia pyranthe
3152;Catopsilia pyranthe;Asia;Oriental;0;2000;Braby, M. (2000). Butterflies of Australia: their identification, biology and distribution. CSIRO publishing. Collingwood, Australia.;Catopsilia pyranthe
3153;Catopsilia pyranthe;Oceania;Oceanina;0;2000;Braby, M. (2000). Butterflies of Australia: their identification, biology and distribution. CSIRO publishing. Collingwood, Australia.;Catopsilia pyranthe
3154;Catopsilia pyranthe;Asia;Oriental;0;2000;Braby, M. (2000). Butterflies of Australia: their identification, biology and distribution. CSIRO publishing. Collingwood, Australia.;Catopsilia pyranthe
3155;Catopsilia pyranthe;Australia;Australian;0;2000;Braby, M. (2000). Butterflies of Australia: their identification, biology and distribution. CSIRO publishing. Collingwood, Australia.;Catopsilia pyranthe
3156;Catopsilia pyranthe;Asia;Oriental;0;2000;Braby, M. (2000). Butterflies of Australia: their identification, biology and distribution. CSIRO publishing. Collingwood, Australia.;Catopsilia pyranthe
3157;Copaxa lavendera;North America;Panamanian;0;2013;Sarmiento-Cordero, M. and Contreras-Ramos, A. (2013). Phenology of Copaxa lavendera (Westwood)(Lepidoptera, Saturniidae) from Sierra de Las Navajas, Hidalgo, Mexico. The Pan-Pacific Entomologist. 88(4): 399-406;Copaxa lavendera
3158;Copaxa lavendera;North America;Nearctic;0;2013;Sarmiento-Cordero, M. and Contreras-Ramos, A. (2013). Phenology of Copaxa lavendera (Westwood)(Lepidoptera, Saturniidae) from Sierra de Las Navajas, Hidalgo, Mexico. The Pan-Pacific Entomologist. 88(4): 399-406;Copaxa lavendera
3159;Copaxa lavendera;North America;Panamanian;0;2017;Barrios-Diaz, B., Sanchez-Garcia, L., Equihua–Martinez, A., Vazquez-Huerta, G. and Barrios-Diaz, J. (2017). Identificacion de lepidopteros asociados al follaje de encino (Quercus spp.), en el municipio de Tetela de Ocampo, Puebla. Folia Entomologica Mexicana. 4: 537-543;Copaxa lavendera
3160;Copaxa lavendera;North America;Panamanian;0;2017;Barrios-Diaz, B., Sanchez-Garcia, L., Equihua–Martinez, A., Vazquez-Huerta, G. and Barrios-Diaz, J. (2017). Identificacion de lepidopteros asociados al follaje de encino (Quercus spp.), en el municipio de Tetela de Ocampo, Puebla. Folia Entomologica Mexicana. 4: 537-543;Copaxa lavendera
3161;Copaxa lavendera;North America;Nearctic;0;2017;Barrios-Diaz, B., Sanchez-Garcia, L., Equihua–Martinez, A., Vazquez-Huerta, G. and Barrios-Diaz, J. (2017). Identificacion de lepidopteros asociados al follaje de encino (Quercus spp.), en el municipio de Tetela de Ocampo, Puebla. Folia Entomologica Mexicana. 4: 537-543;Copaxa lavendera
3162;Copaxa lavendera;North America;Panamanian;0;2017;Barrios-Diaz, B., Sanchez-Garcia, L., Equihua–Martinez, A., Vazquez-Huerta, G. and Barrios-Diaz, J. (2017). Identificacion de lepidopteros asociados al follaje de encino (Quercus spp.), en el municipio de Tetela de Ocampo, Puebla. Folia Entomologica Mexicana. 4: 537-543;Copaxa lavendera
3163;Copaxa lavendera;North America;Panamanian;0;2017;Barrios-Diaz, B., Sanchez-Garcia, L., Equihua–Martinez, A., Vazquez-Huerta, G. and Barrios-Diaz, J. (2017). Identificacion de lepidopteros asociados al follaje de encino (Quercus spp.), en el municipio de Tetela de Ocampo, Puebla. Folia Entomologica Mexicana. 4: 537-543;Copaxa lavendera
3164;Coptodisca juglandiella;North America;Nearctic;0;2020;Takacs, A., Szaboky, C., Toth, B., Bozso, M., Kutas, J., Molnar, S. and Richter, I. (2020). Nearctic walnut leafminers invade Europe: first Coptodisca lucifluella (Clemens, 1860) and now Coptodisca juglandiella (Chambers, 1874)(Lepidoptera, Heliozelidae). Nota lepidopterologica. 43: 77-93;Coptodisca juglandiella
3165;Crocidolomia pavonana;Africa;Afrotropical;0;2011;Ale, B., Zalucki, M. and Furlong, M. (2011). Host plant selection by Crocidolomia pavonana F. (Lepidoptera: Crambidae): effect of herbivory and adult experience. The 6th International Workshop on Management of the Diamondback Moth and Other Crucifer Insect Pests. 70-75;Crocidolomia pavonana
3166;Crocidolomia pavonana;Asia;Oriental;0;2011;Ale, B., Zalucki, M. and Furlong, M. (2011). Host plant selection by Crocidolomia pavonana F. (Lepidoptera: Crambidae): effect of herbivory and adult experience. The 6th International Workshop on Management of the Diamondback Moth and Other Crucifer Insect Pests. 70-75;Crocidolomia pavonana
3167;Cydia saltitans;North America;Nearctic;0;2012;West, D., Lal, I., Leamy, M. and Hu, D. (2012). Locomotion of Mexican jumping beans. Bioinspiration and Biomimetics. 7(3): 036014;Cydia saltitans
3168;Vanessa carye;South America;Neotropical;0;2023;Escobar-Suarez, S., Villalobos-Leiva, A., Fabres, A., Ordenes-Claveria, R., Cruz-Jofre, F., Laroze, D., ... and Benitez, H. (2023). A geometric morphometrics and genetics characterization of Vanessa carye in an extreme elevational gradient in the Chilean Altiplano. Zoologischer Anzeiger. 304: 105-112;Vanessa carye
3169;Vanessa carye;South America;Neotropical;0;2023;Escobar-Suarez, S., Villalobos-Leiva, A., Fabres, A., Ordenes-Claveria, R., Cruz-Jofre, F., Laroze, D., ... and Benitez, H. (2023). A geometric morphometrics and genetics characterization of Vanessa carye in an extreme elevational gradient in the Chilean Altiplano. Zoologischer Anzeiger. 304: 105-112;Vanessa carye
3170;Vanessa carye;South America;Neotropical;0;2023;Escobar-Suarez, S., Villalobos-Leiva, A., Fabres, A., Ordenes-Claveria, R., Cruz-Jofre, F., Laroze, D., ... and Benitez, H. (2023). A geometric morphometrics and genetics characterization of Vanessa carye in an extreme elevational gradient in the Chilean Altiplano. Zoologischer Anzeiger. 304: 105-112;Vanessa carye
3171;Vanessa carye;South America;Neotropical;0;2023;Escobar-Suarez, S., Villalobos-Leiva, A., Fabres, A., Ordenes-Claveria, R., Cruz-Jofre, F., Laroze, D., ... and Benitez, H. (2023). A geometric morphometrics and genetics characterization of Vanessa carye in an extreme elevational gradient in the Chilean Altiplano. Zoologischer Anzeiger. 304: 105-112;Vanessa carye
3172;Vanessa carye;South America;Neotropical;0;2023;Escobar-Suarez, S., Villalobos-Leiva, A., Fabres, A., Ordenes-Claveria, R., Cruz-Jofre, F., Laroze, D., ... and Benitez, H. (2023). A geometric morphometrics and genetics characterization of Vanessa carye in an extreme elevational gradient in the Chilean Altiplano. Zoologischer Anzeiger. 304: 105-112;Vanessa carye
3173;Vanessa carye;South America;Neotropical;0;2023;Escobar-Suarez, S., Villalobos-Leiva, A., Fabres, A., Ordenes-Claveria, R., Cruz-Jofre, F., Laroze, D., ... and Benitez, H. (2023). A geometric morphometrics and genetics characterization of Vanessa carye in an extreme elevational gradient in the Chilean Altiplano. Zoologischer Anzeiger. 304: 105-112;Vanessa carye
3174;Vanessa carye;South America;Neotropical;0;2023;Escobar-Suarez, S., Villalobos-Leiva, A., Fabres, A., Ordenes-Claveria, R., Cruz-Jofre, F., Laroze, D., ... and Benitez, H. (2023). A geometric morphometrics and genetics characterization of Vanessa carye in an extreme elevational gradient in the Chilean Altiplano. Zoologischer Anzeiger. 304: 105-112;Vanessa carye
3175;Vanessa carye;South America;Neotropical;0;2023;Escobar-Suarez, S., Villalobos-Leiva, A., Fabres, A., Ordenes-Claveria, R., Cruz-Jofre, F., Laroze, D., ... and Benitez, H. (2023). A geometric morphometrics and genetics characterization of Vanessa carye in an extreme elevational gradient in the Chilean Altiplano. Zoologischer Anzeiger. 304: 105-112;Vanessa carye
3176;Danaus genutia;Australia;Australian;0;2010;Atluri, J., Rayalu, M. and Deepika, D. (2010). Life History and Larval Performance of the Common Tiger Butterfly, Danaus genuita Cramer (Lepidoptera;Danaus genutia
3177;Danaus genutia;Asia;Oriental;0;2010;Atluri, J., Rayalu, M. and Deepika, D. (2010). Life History and Larval Performance of the Common Tiger Butterfly, Danaus genuita Cramer (Lepidoptera;Danaus genutia
3178;Danaus genutia;Asia;Oriental;0;2010;Atluri, J., Rayalu, M. and Deepika, D. (2010). Life History and Larval Performance of the Common Tiger Butterfly, Danaus genuita Cramer (Lepidoptera;Danaus genutia
3179;Dasyses incrustata;Africa;Afrotropical;0;1930;Meyrick, E. (1930). Exotic Microlepidoptera - Vol. III. Taylor & Francis. United Kingdom;Dasyses incrustata
