Species;Continent;Realm;ReferenceYear;Reference
Platyedra subcinerea;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Platynota rostrana;North America;Nearctic;2017;der Gaag, D., der Straten, M. (2017). Short Pest Risk Analysis for Platynota rostrana and Platynota stultana. Netherlands Food and Consumer Product Safety Authority Ministry of Economic Affairs. November, 2017
Platynota rostrana;South America;Neotropical;2017;der Gaag, D., der Straten, M. (2017). Short Pest Risk Analysis for Platynota rostrana and Platynota stultana. Netherlands Food and Consumer Product Safety Authority Ministry of Economic Affairs. November, 2017
Platynota rostrana;North America;Panamanian;2017;der Gaag, D., der Straten, M. (2017). Short Pest Risk Analysis for Platynota rostrana and Platynota stultana. Netherlands Food and Consumer Product Safety Authority Ministry of Economic Affairs. November, 2017
Platynota rostrana;South America;Panamanian;2017;der Gaag, D., der Straten, M. (2017). Short Pest Risk Analysis for Platynota rostrana and Platynota stultana. Netherlands Food and Consumer Product Safety Authority Ministry of Economic Affairs. November, 2017
Platynota stultana;North America;Nearctic;2017;European and Mediterranean Plant Protection Organization (EPPO) (2017). Mini data sheet on Platynota stultana. EPPO Reporting Service. 1998/180, 2017/149
Platynota stultana;North America;Nearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Platyptilia isodactylus;Asia;Palearctic;2008;Hao, S. (2008). New Recorded Species of Pterophoridae from China (Lepidoptera: Pterophoridae). Sichuan Journal of Zoology. 27(5): 815-817
Platyptilia isodactylus;Europe;Palearctic;2008;Hao, S. (2008). New Recorded Species of Pterophoridae from China (Lepidoptera: Pterophoridae). Sichuan Journal of Zoology. 27(5): 815-817
Platyptilia isodactylus;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Plesiomorpha flaviceps;Asia;Oriental;2018;Seliger, R., Hemmersbach, A. (2018). Zwei adventive Schmetterlingsarten neu fur Deutschland: Plesiomorpha flaviceps (Butler, 1881) und Prays citri (Milliere, 1873) (Lep., Geometridae et Praydidae). Melanargia. 30(2): 49-52
Plesiomorpha flaviceps;Asia;Palearctic;2018;Seliger, R., Hemmersbach, A. (2018). Zwei adventive Schmetterlingsarten neu fur Deutschland: Plesiomorpha flaviceps (Butler, 1881) und Prays citri (Milliere, 1873) (Lep., Geometridae et Praydidae). Melanargia. 30(2): 49-52
Plesiomorpha flaviceps;Asia;Sino-Japanese;2018;Seliger, R., Hemmersbach, A. (2018). Zwei adventive Schmetterlingsarten neu fur Deutschland: Plesiomorpha flaviceps (Butler, 1881) und Prays citri (Milliere, 1873) (Lep., Geometridae et Praydidae). Melanargia. 30(2): 49-52
Plesiomorpha flaviceps;Asia;Sino-Japanese;2018;Seliger, R., Hemmersbach, A. (2018). Zwei adventive Schmetterlingsarten neu fur Deutschland: Plesiomorpha flaviceps (Butler, 1881) und Prays citri (Milliere, 1873) (Lep., Geometridae et Praydidae). Melanargia. 30(2): 49-52
Plesiomorpha flaviceps;Asia;Oriental;2018;Seliger, R., Hemmersbach, A. (2018). Zwei adventive Schmetterlingsarten neu fur Deutschland: Plesiomorpha flaviceps (Butler, 1881) und Prays citri (Milliere, 1873) (Lep., Geometridae et Praydidae). Melanargia. 30(2): 49-52
Pleuroprucha asthenaria;North America;Nearctic;2025;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys
Pleuroprucha asthenaria;South America;Neotropical;2011;Fronza, E. et al. (2011). Butterflies and moths (Insecta: Lepidoptera) associated with erva-mate, the South American Holly (Ilex paraguariensis St. Hil.), in Rio Grande do Sul, Brazil. Check List, 7(4), 496-504
Pleuroprucha asthenaria;South America;Panamanian;2011;Fronza, E. et al. (2011). Butterflies and moths (Insecta: Lepidoptera) associated with erva-mate, the South American Holly (Ilex paraguariensis St. Hil.), in Rio Grande do Sul, Brazil. Check List, 7(4), 496-504
Pleuroprucha asthenaria;North America;Panamanian;2025;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys
Plodia interpunctella;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Plutella porrectella;Asia;Palearctic;2010;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
Plutella porrectella;Europe;Palearctic;2022;Abram, P. et al. (2022). Natural History of Plutella armoraciae Busck, 1912, A Sympatric Congener of the Diamondback Moth, Plutella xylostella (L., 1758), in Southwestern Canada. The Journal of the Lepidopterists Society. 76(1): 25-39
Plutella xylostella;Asia;Palearctic;2020;Fuentes, N. et al. (2020). Multi-taxa inventory of naturalized species in Chile (including native Chilean species introduced in other areas of the national territory outside of their original range). NeoBiota. 60: 25-41
Plutella xylostella;Europe;Palearctic;2020;Fuentes, N. et al. (2020). Multi-taxa inventory of naturalized species in Chile (including native Chilean species introduced in other areas of the national territory outside of their original range). NeoBiota. 60: 25-41
Plutella xylostella;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Plutella xylostella;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Polydesma boarmoides;Australia;Australian;2005;Holloway, J. (2005). The Moths of Borneo, Parts 15  16 Noctuidae: Catocalinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-15-16/index.htm
Polydesma boarmoides;Oceania;Oceanian;2005;Holloway, J. (2005). The Moths of Borneo, Parts 15  16 Noctuidae: Catocalinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-15-16/index.htm
Polydesma boarmoides;Asia;Oriental;2005;Holloway, J. (2005). The Moths of Borneo, Parts 15  16 Noctuidae: Catocalinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-15-16/index.htm
Polydesma boarmoides;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Polyommatus icarus;Europe;Palearctic;2021;Rivest, S., Kharouba, H. (2021). Anthropogenic disturbance promotes the abundance of a newly introduced butterfly, the European common blue (Polyommatus icarus, Lepidoptera: Lycaenidae), in Canada. Canadian Journal of Zoology. 99(8): 642-652
Polysoma eumetalla;Australia;Australian;1940;Turner, A. (1940). A revision of the Australian Gracilariidae (Lepidoptera).Transactions and Proceedings of the Royal Society of South Australia. 64(1): 57
Polysoma eumetalla;Australia;Australian;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Pontia daplidice;Asia;Palearctic;2011;Tennent, J. (2011). Pontia daplidice. The IUCN Red List of Threatened Species. 2011: e.T160251A5358607
Pontia daplidice;Europe;Palearctic;2011;Tennent, J. (2011). Pontia daplidice. The IUCN Red List of Threatened Species. 2011: e.T160251A5358607
Pontia daplidice;Africa;Saharo-Arabian;2011;Tennent, J. (2011). Pontia daplidice. The IUCN Red List of Threatened Species. 2011: e.T160251A5358607
Pontia daplidice;Asia;Saharo-Arabian;2011;Tennent, J. (2011). Pontia daplidice. The IUCN Red List of Threatened Species. 2011: e.T160251A5358607
Pontia daplidice;Europe;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Pontia daplidice;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Porphyrosela hardenbergiella;Australia;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
Porphyrosela hardenbergiella;Australia;Australian;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Porphyrosela minuta;South America;Neotropical;2017;Eiseman, C. et al. (2017). First North American records of Porphyrosela minuta Clarke (Lepidoptera: Gracillariidae), with notes on its native congener, P. desmodiella (Clemens). Proceedings of the Entomological Society of Washington. 119(1): 18-23
Porphyrosela minuta;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Pardasena virgulana;Africa;Saharo-Arabian;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Pardasena virgulana;Africa;Afrotropical;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Peribatodes perversaria;Europe;Palearctic;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Phyllonorycter geniculella;Europe;Palearctic;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Phyllonorycter joannisi;Europe;Palearctic;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Praeacedes atomosella;Africa;Afrotropical;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Praeacedes atomosella;North America;Nearctic;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Praeacedes atomosella;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Praeacedes atomosella;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Praeacedes atomosella;Africa;Afrotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Praeacedes atomosella;Oceania;Oceanian;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Praeacedes atomosella;Oceania;Nearctic;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Praeacedes atomosella;South America;Neotropical;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Praeacedes atomosella;Australia;Oceanian;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Prays citri;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Prays citri;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Prays fraxinella;Europe;Palearctic;2025;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys
Prays nephelomima;Australia;Australian;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
Prays nephelomima;Australia;Australian;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Praeacedes atomosella;Oceania;Oceanian;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Prays oleae;Africa;Saharo-Arabian;2010;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
Prays peregrina;Asia;Oriental;2007;Agassiz, D. (2007). Prays peregrina sp. n. (Yponomeutidae) a presumed adventive species in Greater London. Nota Lepidopterologica. 30(2): 407-410
Prays peregrina;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Prays peregrina;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Prepona laertes;North America;Nearctic;2017;Hayden, J. (2017). A Shoemaker Butterfly Prepona laertes (Lepidoptera: Nymphalidae):Department of Entomology and Nematology, UF/IFAS - EDIS: EENY684
Prepona laertes;South America;Neotropical;2017;Hayden, J. (2017). A Shoemaker Butterfly Prepona laertes (Lepidoptera: Nymphalidae):Department of Entomology and Nematology, UF/IFAS - EDIS: EENY684
Prepona laertes;North America;Panamanian;2017;Hayden, J. (2017). A Shoemaker Butterfly Prepona laertes (Lepidoptera: Nymphalidae):Department of Entomology and Nematology, UF/IFAS - EDIS: EENY684
Prepona laertes;South America;Neotropical;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Promalactis suzukiella;Asia;Oriental;2009;Adamski, D. et al. (2009). Redescription and immature stages of Promalactis suzukiella (Matsumura)(Gelechioidea: Oecophoridae), a new introduction into the United States. Proceedings of the Entomological Society of Washington. 111(1): 204-214
Promalactis suzukiella;Asia;Palearctic;2009;Adamski, D. et al. (2009). Redescription and immature stages of Promalactis suzukiella (Matsumura)(Gelechioidea: Oecophoridae), a new introduction into the United States. Proceedings of the Entomological Society of Washington. 111(1): 204-214
Promalactis suzukiella;Asia;Sino-Japanese;2009;Adamski, D. et al. (2009). Redescription and immature stages of Promalactis suzukiella (Matsumura)(Gelechioidea: Oecophoridae), a new introduction into the United States. Proceedings of the Entomological Society of Washington. 111(1): 204-214
Promalactis suzukiella;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Pseudocoremia suavis;Oceania;Australian;2004;Berndt, L. et al. (2004). Biology and rearing of Pseudocoremia suavis, an endemic looper (Lepidoptera: Geometridae) with a history of outbreaks on exotic conifers. New Zealand Entomologist. 27(1): 73-82
Pseudocoremia suavis;Oceania;Oceanian;2004;Berndt, L. et al. (2004). Biology and rearing of Pseudocoremia suavis, an endemic looper (Lepidoptera: Geometridae) with a history of outbreaks on exotic conifers. New Zealand Entomologist. 27(1): 73-82
Pseudocoremia suavis;Australia;Australian;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Praeacedes atomosella;Asia;Oriental;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Praeacedes atomosella;North America;Panamanian;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Prays citri;Asia;Oriental;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Prays citri;Asia;Palearctic;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Prays citri;Asia;Sino-Japanese;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Psilogramma increta;Asia;Palearctic;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Psilogramma increta;Asia;Oriental;2024;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
Prays oleae;Europe;Palearctic;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Psychoides filicivora;Asia;Oriental;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
Psychoides filicivora;Asia;Palearctic;2020;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.
